Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-10-23 00:00:00-04:00,64.34500122070312,64.5999984741211,63.915000915527344,63.994998931884766,1348400,0,0.0
2017-10-24 00:00:00-04:00,64.0,64.23500061035156,63.56999969482422,63.69499969482422,1933600,0,0.0
2017-10-25 00:00:00-04:00,63.44499969482422,64.30000305175781,63.31999969482422,64.1050033569336,2131000,0,0.0
2017-10-26 00:00:00-04:00,64.54000091552734,64.75499725341797,64.27999877929688,64.47000122070312,930400,0,0.0
2017-10-27 00:00:00-04:00,64.3550033569336,65.0999984741211,64.24500274658203,65.08999633789062,1617200,0,0.0
2017-10-30 00:00:00-04:00,65.0250015258789,65.08999633789062,64.36000061035156,64.7249984741211,1909600,0,0.0
2017-10-31 00:00:00-04:00,64.59500122070312,64.8499984741211,64.25499725341797,64.71499633789062,2634600,0,0.0
2017-11-01 00:00:00-04:00,62.0,62.89500045776367,60.189998626708984,62.7599983215332,10332000,0,0.0
2017-11-02 00:00:00-04:00,62.810001373291016,63.59000015258789,62.67499923706055,63.290000915527344,3104600,0,0.0
2017-11-03 00:00:00-04:00,63.22999954223633,63.54999923706055,63.06999969482422,63.51499938964844,2077200,0,0.0
2017-11-06 00:00:00-05:00,63.47999954223633,63.904998779296875,63.29499816894531,63.8849983215332,2456800,0,0.0
2017-11-07 00:00:00-05:00,63.869998931884766,63.96500015258789,63.16999816894531,63.48500061035156,1943200,0,0.0
2017-11-08 00:00:00-05:00,63.380001068115234,64.55500030517578,63.26499938964844,64.41000366210938,1401000,0,0.0
2017-11-09 00:00:00-05:00,64.05999755859375,64.58000183105469,63.709999084472656,64.44000244140625,1847200,0,0.0
2017-11-10 00:00:00-05:00,64.2699966430664,64.2699966430664,63.790000915527344,64.0,965400,0,0.0
2017-11-13 00:00:00-05:00,63.98500061035156,64.28500366210938,63.689998626708984,64.08000183105469,1387000,0,0.0
2017-11-14 00:00:00-05:00,63.900001525878906,64.92500305175781,63.7599983215332,64.86499786376953,1428600,0,0.0
2017-11-15 00:00:00-05:00,64.76499938964844,64.91500091552734,64.0,64.26000213623047,1989200,0,0.0
2017-11-16 00:00:00-05:00,64.45500183105469,65.05000305175781,64.36000061035156,64.7699966430664,1337000,0,0.0
2017-11-17 00:00:00-05:00,64.72000122070312,64.73999786376953,63.959999084472656,64.19499969482422,1611000,0,0.0
2017-11-20 00:00:00-05:00,64.12000274658203,64.41000366210938,63.88999938964844,64.16000366210938,1371400,0,0.0
