Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-20 00:00:00-05:00,26.14464332002647,28.123480556552888,25.98473739624023,25.98473739624023,4100,0.0,0
2022-01-21 00:00:00-05:00,24.505605676879185,24.575564277484393,23.60613441467285,23.60613441467285,1400,0.0,0
2022-01-24 00:00:00-05:00,22.18196952628715,23.430236816406246,21.697253648523123,23.43023681640625,1200,0.0,0
2022-01-25 00:00:00-05:00,22.90654467041354,23.226356506347656,22.736644394294924,23.226356506347656,3500,0.0,0
2022-01-26 00:00:00-05:00,24.125827406793956,24.975328774546323,22.933528900146484,22.933528900146484,5800,0.0,0
2022-01-27 00:00:00-05:00,22.776621420196665,23.154397857943668,22.61671359885605,22.62171173095703,1700,0.0,0
2022-01-28 00:00:00-05:00,22.54675536704095,24.62553420363013,22.54675536704095,24.622535705566406,2600,0.0,0
2022-01-31 00:00:00-05:00,25.744878384835495,26.117658615112305,25.594966820296616,26.117658615112305,2100,0.0,0
2022-02-01 00:00:00-05:00,26.484443479853567,27.153051376342773,26.484443479853567,27.153051376342773,1300,0.0,0
2022-02-02 00:00:00-05:00,25.574978180287143,25.6649255005268,25.23517761632153,25.659927368164062,5000,0.0,0
2022-02-03 00:00:00-05:00,24.37568126776934,24.37568126776934,23.696080156012624,23.821006774902344,5000,0.0,0
2022-02-04 00:00:00-05:00,23.796022306558086,24.13582286920772,23.741054288154626,24.045875549316406,2100,0.0,0
2022-02-07 00:00:00-05:00,23.915951818007866,23.998903274536133,23.915951818007866,23.998903274536133,700,0.0,0
2022-02-08 00:00:00-05:00,24.02588909027746,24.615540998086708,23.93893836104479,24.4686279296875,2700,0.0,0
2022-02-09 00:00:00-05:00,25.155223398822272,25.855812072753903,25.155223398822272,25.855812072753903,700,0.0,0
2022-02-10 00:00:00-05:00,25.345113102820314,26.6243604629134,25.197199269006532,25.82782936096191,3900,0.0,0
2022-02-11 00:00:00-05:00,25.554988315215944,25.554988315215944,23.985910320105656,24.248756408691406,4600,0.0,0
2022-02-14 00:00:00-05:00,23.935941136454645,24.103841781616207,23.935941136454645,24.10384178161621,1700,0.0,0
2022-02-15 00:00:00-05:00,25.345112921170312,25.355107279378025,24.675506171084855,24.78843879699707,1500,0.0,0
2022-02-16 00:00:00-05:00,24.736469268798828,24.736469268798828,24.736469268798828,24.736469268798828,0,0.0,0
2022-02-17 00:00:00-05:00,23.486203484211053,23.486203484211053,23.121417999267575,23.121417999267575,700,0.0,0
2022-02-18 00:00:00-05:00,23.126414193434844,23.126414193434844,22.273916244506836,22.273916244506836,1100,0.0,0
2022-02-22 00:00:00-05:00,22.28690828251031,22.28690828251031,21.743228912353516,21.743228912353516,1200,0.0,0
2022-02-23 00:00:00-05:00,21.987084963608996,21.987084963608996,20.62588500976563,20.625885009765625,2000,0.0,0
2022-02-24 00:00:00-05:00,18.66903414759008,21.55433845520019,18.66903414759008,21.554338455200195,2600,0.0,0
2022-02-25 00:00:00-05:00,22.39684489233339,22.60472297668457,22.36686181647271,22.60472297668457,2800,0.0,0
2022-02-28 00:00:00-05:00,22.156985277225616,22.554752349853512,22.156985277225616,22.554752349853516,800,0.0,0
2022-03-01 00:00:00-05:00,22.06703814896467,22.06703814896467,21.02565002441406,21.025650024414062,1100,0.0,0
2022-03-02 00:00:00-05:00,21.57732654365021,21.57732654365021,21.497373580932617,21.497373580932617,500,0.0,0
2022-03-03 00:00:00-05:00,20.987671700995513,20.987671700995513,20.527942664439767,20.566919326782227,500,0.0,0
2022-03-04 00:00:00-05:00,19.18872862938202,19.368621351901886,19.128762482313217,19.208715438842773,2800,0.0,0
2022-03-07 00:00:00-05:00,17.111948013305664,17.111948013305664,17.111948013305664,17.111948013305664,200,0.0,0
